"","x1","x2","x3","x4","x5","z"
"4684","2","1","0","1","3","1"
"4685","1","0","2","0","3","2"
"4686","2","0","2","1","3","2"
"4687","1","1","0","1","0","0"
"4688","1","1","2","2","2","3"
"4689","0","0","0","1","3","0"
"4690","1","1","1","0","3","1"
"4691","1","0","2","2","3","3"
"4692","0","1","1","2","0","1"
"4693","2","1","1","2","3","3"
"4694","1","0","0","2","1","2"
"4695","0","0","0","1","0","0"
"4696","1","1","1","2","3","3"
"4697","1","0","2","2","3","3"
"4698","1","1","2","1","1","3"
"4699","1","1","0","0","0","0"
"4700","0","0","0","2","0","1"
"4701","2","1","0","2","1","3"
"4702","2","0","0","1","2","3"
"4703","0","1","1","0","3","3"
"4704","2","0","2","1","3","3"
"4705","1","0","2","0","2","2"
"4706","2","1","0","2","2","2"
"4707","1","1","0","0","2","1"
"4708","0","0","0","2","2","0"
"4709","2","0","2","2","2","2"
"4710","2","0","2","2","3","3"
"4711","0","1","0","2","2","2"
"4712","0","1","2","1","2","3"
"4713","1","0","2","0","0","2"
"4714","0","0","0","0","2","2"
"4715","1","1","0","0","2","1"
"4716","0","1","1","0","3","1"
"4717","2","0","0","2","2","1"
"4718","0","1","1","2","0","0"
"4719","0","1","0","2","1","0"
"4720","1","1","1","1","1","1"
"4721","0","0","2","1","0","3"
"4722","1","1","2","2","3","3"
"4723","1","0","2","1","3","1"
"4724","0","0","1","1","3","1"
"4725","2","1","1","0","0","0"
"4726","0","0","0","1","2","0"
"4727","2","0","0","0","2","0"
"4728","1","0","2","0","0","3"
"4729","0","1","0","1","3","0"
"4730","0","0","0","1","1","1"
"4731","0","0","1","1","2","0"
"4732","2","0","2","1","3","2"
"4733","2","1","2","1","0","1"
"4734","0","1","2","2","0","0"
"4735","2","1","0","0","3","1"
"4736","1","0","1","1","3","1"
"4737","0","1","0","2","2","0"
"4738","2","1","0","2","1","3"
"4739","2","0","1","0","3","0"
"4740","0","0","2","1","0","1"
"4741","2","0","2","0","0","3"
"4742","2","0","0","0","2","0"
"4743","1","0","2","0","3","1"
"4744","0","0","2","0","0","3"
"4745","2","1","2","1","1","3"
"4746","2","0","1","0","2","2"
"4747","0","1","2","2","1","1"
"4748","2","0","2","0","1","2"
"4749","2","1","2","2","1","3"
"4750","1","1","2","1","1","3"
"4751","1","0","1","0","0","0"
"4752","0","0","2","1","1","3"
"4753","0","0","2","2","0","0"
"4754","0","1","2","2","1","1"
"4755","2","1","1","2","2","3"
"4756","1","0","0","1","2","0"
"4757","0","0","2","1","2","3"
"4758","2","1","1","0","3","3"
"4759","0","0","0","1","3","0"
"4760","0","0","0","0","1","2"
"4761","0","0","2","1","0","3"
"4762","0","1","2","1","2","0"
"4763","1","0","0","1","0","3"
"4764","2","1","2","1","3","3"
"4765","2","0","2","0","3","2"
"4766","2","1","2","1","0","3"
"4767","0","0","2","0","2","3"
"4768","2","1","0","2","0","1"
"4769","0","0","2","0","3","2"
"4770","2","1","1","0","1","1"
"4771","1","1","1","2","0","0"
"4772","1","0","2","2","1","2"
"4773","2","0","2","0","1","2"
"4774","1","0","2","2","3","3"
"4775","0","1","1","2","1","0"
"4776","0","0","0","1","3","0"
"4777","2","0","0","0","1","0"
"4778","1","0","1","0","3","2"
"4779","2","0","2","0","0","3"
"4780","2","1","1","1","3","3"
"4781","1","1","0","0","1","1"
"4782","0","0","1","0","1","2"
"4783","0","0","0","1","3","0"
"4784","0","0","1","1","3","0"
"4785","2","0","1","1","0","3"
"4786","1","1","2","1","2","2"
"4787","2","0","1","2","1","2"
"4788","1","0","0","0","1","2"
"4789","2","1","0","0","1","0"
"4790","1","0","1","0","2","1"
"4791","1","0","0","2","3","2"
"4792","1","0","1","1","2","2"
"4793","1","0","0","0","3","1"
"4794","2","1","2","0","1","3"
"4795","0","1","1","0","1","0"
"4796","0","0","0","0","1","1"
"4797","0","1","1","2","1","0"
"4798","1","0","1","2","3","1"
"4799","0","1","0","1","1","0"
"4800","2","1","2","0","0","3"
"4801","2","1","2","0","3","3"
"4802","2","0","2","1","1","2"
"4803","2","1","2","1","1","2"
"4804","2","0","1","1","0","2"
"4805","2","0","0","2","1","2"
"4806","0","1","1","2","3","0"
"4807","0","1","2","2","1","1"
"4808","2","0","0","0","3","1"
"4809","0","1","2","1","3","3"
"4810","2","1","2","0","0","2"
"4811","0","0","2","1","0","2"
"4812","1","0","2","0","0","3"
"4813","1","1","2","0","0","2"
"4814","1","1","0","1","0","0"
"4815","0","0","1","2","1","1"
"4816","1","0","1","1","0","2"
"4817","2","1","2","2","0","3"
"4818","1","0","2","0","0","2"
"4819","0","0","1","1","3","0"
"4820","0","1","1","0","0","0"
"4821","2","0","1","2","0","3"
"4822","0","1","2","0","3","1"
"4823","2","1","0","1","3","3"
"4824","2","0","0","2","0","3"
"4825","0","0","1","0","0","0"
"4826","1","1","0","2","3","3"
"4827","2","0","2","0","1","1"
"4828","2","1","0","2","3","2"
"4829","2","1","0","0","0","0"
"4830","1","1","0","2","2","1"
"4831","1","0","1","2","3","0"
"4832","1","0","2","0","2","1"
"4833","1","0","2","0","1","2"
"4834","1","0","1","1","0","1"
"4835","0","1","2","0","0","2"
"4836","1","0","2","0","1","2"
"4837","1","0","1","1","1","1"
"4838","1","0","1","2","0","3"
"4839","1","1","0","2","3","0"
"4840","1","1","1","0","0","0"
"4841","1","0","2","0","2","3"
"4842","0","1","1","0","3","3"
"4843","1","1","1","1","1","1"
"4844","1","0","2","2","0","2"
"4845","0","1","1","1","3","0"
"4846","2","0","1","0","1","1"
"4847","0","0","1","2","0","1"
"4848","2","1","0","2","0","1"
"4849","1","0","1","0","1","2"
"4850","0","1","0","0","2","0"
"4851","1","1","1","1","1","2"
"4852","2","1","2","0","3","1"
"4853","1","0","1","2","1","1"
"4854","1","0","1","2","1","0"
"4855","1","1","1","1","2","2"
"4856","1","0","2","0","0","3"
"4857","0","1","0","0","2","1"
"4858","1","1","0","2","1","1"
"4859","0","1","2","0","2","1"
"4860","0","0","0","0","3","0"
"4861","0","1","0","2","2","0"
"4862","1","1","2","0","0","2"
"4863","2","0","2","0","3","3"
"4864","0","1","2","2","0","1"
"4865","0","0","1","0","0","0"
"4866","2","1","2","1","0","3"
"4867","0","0","2","2","1","3"
"4868","2","1","2","0","0","2"
"4869","0","1","2","2","1","2"
"4870","0","1","0","2","0","0"
"4871","2","0","0","0","0","0"
"4872","2","0","2","2","2","2"
"4873","2","0","2","2","0","3"
"4874","0","1","1","0","0","1"
"4875","2","0","2","0","2","3"
"4876","1","0","0","2","3","0"
"4877","2","1","1","2","3","3"
"4878","1","0","1","2","1","1"
"4879","1","1","2","0","1","3"
"4880","2","0","1","2","0","3"
"4881","0","1","1","1","0","0"
"4882","2","0","1","1","0","2"
"4883","1","0","2","1","0","3"
"4884","0","1","1","1","3","1"
"4885","2","0","1","2","2","1"
"4886","1","1","2","1","3","3"
"4887","2","1","2","1","3","3"
"4888","0","0","0","1","1","1"
"4889","0","1","0","1","2","0"
"4890","2","1","0","2","1","2"
"4891","2","1","2","2","1","3"
"4892","1","0","2","1","0","3"
"4893","2","1","2","1","0","1"
"4894","1","1","1","1","1","2"
"4895","1","0","1","1","0","2"
"4896","0","0","1","0","3","0"
"4897","1","0","0","0","3","0"
"4898","1","0","2","0","0","2"
"4899","2","0","1","2","3","3"
"4900","0","0","2","0","1","3"
"4901","2","1","2","0","0","3"
"4902","0","1","2","0","1","2"
"4903","0","0","2","2","0","0"
"4904","1","0","0","0","3","1"
"4905","2","1","1","0","2","1"
"4906","0","1","2","2","1","2"
"4907","0","1","1","2","3","3"
"4908","1","0","2","1","1","1"
"4909","1","0","1","0","2","2"
"4910","1","1","0","2","2","1"
"4911","2","0","2","1","1","3"
"4912","1","0","0","1","3","1"
"4913","1","0","2","0","2","3"
"4914","1","1","1","1","2","2"
"4915","0","1","1","1","1","1"
"4916","2","0","2","0","1","1"
"4917","0","1","2","0","2","3"
"4918","0","1","0","0","0","1"
"4919","2","0","2","2","1","3"
"4920","2","1","2","2","1","3"
"4921","0","1","1","1","3","0"
"4922","2","0","0","2","1","2"
"4923","0","1","2","2","0","0"
"4924","2","0","1","2","3","2"
"4925","1","1","0","1","3","3"
"4926","2","1","0","0","1","0"
"4927","2","0","1","2","0","2"
"4928","2","0","0","1","2","2"
"4929","1","0","2","1","3","2"
"4930","2","0","0","2","3","1"
"4931","0","0","0","1","2","0"
"4932","1","1","0","2","2","0"
"4933","2","0","1","1","3","2"
"4934","2","1","2","0","2","2"
"4935","0","0","0","1","1","1"
"4936","0","1","1","0","1","0"
"4937","1","1","2","0","3","1"
"4938","0","0","1","2","2","0"
"4939","0","1","2","2","3","3"
"4940","2","0","0","1","3","1"
"4941","0","0","2","1","3","2"
"4942","1","0","1","0","0","2"
"4943","2","1","0","1","3","3"
"4944","1","1","1","1","0","1"
"4945","1","1","2","2","0","1"
"4946","2","1","2","2","0","3"
"4947","0","0","2","1","1","2"
"4948","2","1","0","1","0","2"
"4949","0","1","2","1","0","1"
"4950","0","1","0","1","3","0"
"4951","0","0","1","1","3","0"
"4952","1","0","0","0","1","1"
"4953","0","0","0","1","3","0"
"4954","1","1","2","2","3","3"
"4955","0","0","1","1","3","0"
"4956","2","1","0","0","3","0"
"4957","1","1","1","0","3","2"
"4958","2","1","2","1","0","2"
"4959","2","0","2","2","3","2"
"4960","2","1","1","2","0","2"
"4961","2","1","1","2","3","3"
"4962","1","1","2","2","0","3"
"4963","2","1","2","1","0","3"
"4964","0","1","2","2","2","3"
"4965","0","1","0","2","0","0"
"4966","2","1","0","2","3","2"
"4967","1","1","0","1","3","0"
"4968","2","1","2","2","2","2"
"4969","1","0","2","0","1","3"
"4970","1","1","0","0","2","3"
"4971","2","1","1","1","2","1"
"4972","0","0","0","0","3","1"
"4973","1","1","2","2","2","3"
"4974","0","1","2","0","0","2"
"4975","2","0","2","0","0","2"
"4976","2","1","1","2","0","2"
"4977","2","0","0","2","2","3"
"4978","1","1","2","0","1","3"
"4979","1","1","0","1","3","1"
"4980","1","0","2","0","2","3"
"4981","1","1","2","2","0","2"
"4982","0","1","1","1","1","0"
"4983","1","0","1","2","2","2"
"4984","0","1","0","2","2","0"
"4985","2","0","0","0","0","0"
"4986","1","1","0","0","0","0"
"4987","2","0","1","1","0","1"
"4988","1","0","0","0","1","1"
"4989","2","0","0","1","3","2"
"4990","1","1","2","0","0","2"
"4991","2","0","1","2","2","2"
"4992","2","1","1","2","2","2"
"4993","2","0","0","2","1","3"
"4994","1","0","1","1","3","1"
"4995","0","0","0","2","1","0"
"4996","2","0","2","0","0","2"
"4997","0","1","2","1","0","1"
"4998","2","0","2","0","2","0"
"4999","2","1","2","0","2","3"
"5000","2","1","1","0","3","1"
"5001","1","0","1","0","1","1"
"5002","2","0","0","2","1","3"
"5003","1","0","1","2","3","2"
"5004","1","0","0","2","1","0"
"5005","1","1","2","1","3","3"
"5006","1","1","1","0","1","3"
"5007","2","1","1","2","0","3"
"5008","1","1","2","0","2","3"
"5009","0","1","2","1","3","3"
"5010","1","1","0","1","1","1"
"5011","0","1","2","1","3","0"
"5012","1","1","1","0","0","0"
"5013","2","1","0","2","1","2"
"5014","0","1","0","0","2","2"
"5015","1","0","1","2","2","0"
"5016","0","1","1","0","1","1"
"5017","0","1","1","2","3","3"
"5018","1","1","0","1","3","2"
"5019","0","1","0","0","1","1"
"5020","1","0","1","2","0","1"
"5021","2","1","1","1","0","1"
"5022","0","0","0","1","2","0"
"5023","0","0","0","0","3","1"
"5024","1","1","0","0","1","1"
"5025","2","0","2","0","0","3"
"5026","2","1","2","1","0","3"
"5027","1","1","1","1","1","2"
"5028","0","1","1","2","3","0"
"5029","1","1","2","2","1","3"
"5030","1","0","1","0","3","0"
"5031","2","0","0","0","3","1"
"5032","1","1","0","1","1","0"
"5033","0","0","0","1","0","0"
"5034","1","1","0","1","1","0"
"5035","2","1","2","1","1","3"
"5036","0","1","1","1","3","3"
"5037","1","1","1","0","3","3"
"5038","2","0","0","2","2","2"
"5039","0","0","1","2","0","0"
"5040","2","1","0","0","3","0"
"5041","0","0","0","0","2","1"
"5042","1","0","1","0","0","1"
"5043","0","0","1","1","1","0"
"5044","0","1","2","0","2","3"
"5045","2","1","1","0","2","3"
"5046","2","0","1","0","3","1"
"5047","1","1","2","2","0","2"
"5048","1","0","2","1","1","3"
"5049","2","1","2","2","3","3"
"5050","1","0","2","1","1","2"
"5051","1","0","0","0","1","1"
"5052","2","0","1","2","2","1"
"5053","0","1","0","0","2","3"
"5054","2","1","1","2","1","2"
"5055","0","1","1","1","3","0"
"5056","1","0","2","0","3","3"
"5057","1","1","2","1","1","1"
"5058","1","1","0","1","2","0"
"5059","2","1","0","1","1","3"
"5060","1","1","0","0","2","2"
"5061","0","1","2","2","1","1"
"5062","1","0","1","0","0","1"
"5063","2","0","1","1","0","3"
"5064","2","0","2","0","2","2"
"5065","0","0","2","0","1","2"
"5066","0","0","2","1","2","0"
"5067","1","1","0","1","2","2"
"5068","1","1","2","2","2","3"
"5069","1","0","1","1","3","1"
"5070","1","1","1","2","3","1"
"5071","0","1","1","0","3","0"
"5072","1","1","0","0","0","1"
"5073","2","1","2","2","1","3"
"5074","2","0","2","2","1","3"
"5075","1","1","2","1","1","3"
"5076","0","1","1","0","3","3"
"5077","1","0","2","2","3","2"
"5078","0","0","1","1","3","0"
"5079","1","0","1","2","2","1"
"5080","0","1","2","2","2","0"
"5081","2","0","0","0","3","0"
"5082","0","0","1","1","1","1"
"5083","1","1","2","2","0","1"
"5084","2","1","1","1","3","2"
"5085","0","1","1","2","1","0"
"5086","0","0","0","1","3","0"
"5087","0","1","2","2","0","1"
"5088","0","0","2","0","3","3"
"5089","0","1","2","0","0","3"
"5090","0","1","2","0","0","3"
"5091","1","0","0","0","1","3"
"5092","2","1","1","2","0","3"
"5093","0","0","2","1","2","3"
"5094","0","0","1","2","0","1"
"5095","2","1","1","0","1","0"
"5096","0","0","1","0","3","1"
"5097","1","1","1","2","0","0"
"5098","2","1","0","2","2","1"
"5099","2","0","0","2","2","3"
"5100","2","0","2","0","0","3"
"5101","0","0","2","2","2","0"
"5102","2","0","1","0","2","0"
"5103","0","1","2","2","1","0"
"5104","2","0","1","0","1","1"
"5105","1","0","1","2","2","1"
"5106","0","1","0","0","0","0"
"5107","1","0","1","2","3","0"
"5108","1","1","2","1","2","3"
"5109","1","0","0","0","2","0"
"5110","2","1","0","2","0","2"
"5111","0","0","1","1","3","0"
"5112","0","0","0","2","2","0"
"5113","1","1","0","1","3","3"
"5114","1","1","0","0","1","1"
"5115","0","1","2","0","2","2"
"5116","1","1","1","2","3","3"
"5117","2","1","1","2","1","2"
"5118","1","1","2","0","3","2"
"5119","2","1","1","1","3","0"
"5120","2","0","2","1","3","3"
"5121","0","0","1","1","3","0"
"5122","2","1","2","0","0","3"
"5123","2","0","1","1","2","1"
"5124","2","1","1","1","2","2"
"5125","2","0","1","2","0","2"
"5126","1","1","2","0","0","3"
"5127","2","0","2","1","0","3"
"5128","1","0","0","0","2","3"
"5129","0","1","2","2","2","1"
"5130","1","1","0","2","1","0"
"5131","0","1","2","0","2","2"
"5132","2","0","0","1","3","0"
"5133","0","1","0","1","3","1"
"5134","2","1","1","1","2","2"
"5135","0","1","1","2","0","0"
"5136","1","1","2","0","1","1"
"5137","2","0","0","1","3","2"
"5138","2","1","0","2","0","2"
"5139","0","0","2","0","2","3"
"5140","1","1","0","2","2","0"
"5141","1","0","0","2","2","0"
"5142","0","1","1","1","3","3"
"5143","2","0","2","1","0","3"
"5144","2","1","2","1","3","3"
"5145","0","0","1","1","1","1"
"5146","1","0","1","2","0","0"
"5147","2","0","2","0","2","3"
"5148","1","0","2","1","0","2"
"5149","1","0","0","0","0","2"
"5150","1","1","0","1","3","0"
"5151","0","0","0","2","3","0"
"5152","1","0","2","2","1","2"
"5153","0","1","2","0","2","3"
"5154","0","0","2","2","3","3"
"5155","1","0","0","2","2","3"
"5156","0","0","2","1","2","3"
"5157","2","1","0","0","2","0"
"5158","2","0","0","1","1","2"
"5159","1","1","1","0","2","1"
"5160","1","1","2","0","0","1"
"5161","2","0","2","2","3","1"
"5162","0","0","2","2","0","2"
"5163","0","1","0","2","2","0"
"5164","0","1","0","2","0","0"
"5165","2","1","2","2","2","3"
"5166","1","1","1","2","1","1"
"5167","1","1","1","2","1","1"
"5168","1","0","2","2","2","3"
"5169","1","1","2","2","3","1"
"5170","2","0","2","1","2","3"
"5171","1","1","0","2","0","1"
"5172","2","0","0","2","2","2"
"5173","2","1","1","0","3","2"
"5174","2","1","2","1","0","2"
"5175","1","0","0","2","3","0"
"5176","2","1","1","0","3","0"
"5177","1","1","0","1","0","1"
"5178","1","0","1","0","3","2"
"5179","1","0","2","2","0","2"
"5180","2","0","0","2","3","1"
"5181","0","1","1","2","0","0"
"5182","0","1","1","1","3","2"
"5183","2","0","0","1","0","1"
"5184","0","1","1","0","2","1"
"5185","2","0","1","2","0","3"
"5186","0","1","2","1","0","2"
"5187","2","0","2","1","0","3"
"5188","1","1","1","1","0","1"
"5189","2","0","2","0","1","2"
"5190","1","1","1","0","2","1"
"5191","0","0","1","1","1","1"
"5192","2","1","2","2","2","3"
"5193","1","1","0","2","0","1"
"5194","2","0","0","1","2","0"
"5195","1","1","0","1","0","0"
"5196","2","0","2","1","2","3"
"5197","2","0","1","1","3","2"
"5198","1","1","0","2","0","0"
"5199","1","0","2","1","1","2"
"5200","2","1","2","2","2","3"
"5201","1","1","0","1","0","1"
"5202","2","0","1","1","3","2"
"5203","2","0","1","2","2","3"
"5204","1","0","1","0","1","0"
"5205","2","0","2","1","2","1"
"5206","0","0","1","1","1","0"
"5207","1","0","2","2","1","1"
"5208","2","1","0","0","1","1"
"5209","1","1","1","1","0","0"
"5210","2","1","0","0","3","0"
"5211","1","1","2","1","2","3"
"5212","0","0","1","2","0","0"
"5213","0","1","2","0","2","3"
"5214","1","0","1","1","2","2"
"5215","0","0","0","2","0","0"
"5216","2","0","2","1","3","2"
"5217","1","0","2","0","1","1"
"5218","0","0","1","2","3","0"
"5219","2","1","0","1","0","1"
"5220","1","1","2","0","1","2"
"5221","0","0","1","2","3","0"
"5222","1","0","1","2","3","1"
"5223","1","1","1","2","2","2"
"5224","2","0","2","1","0","2"
"5225","1","0","0","1","2","3"
"5226","1","1","0","2","0","0"
"5227","0","0","2","0","0","1"
"5228","1","0","0","2","2","3"
"5229","1","1","2","0","0","2"
"5230","2","0","0","2","3","1"
"5231","1","1","2","2","0","3"
"5232","2","1","2","1","0","1"
"5233","1","0","1","2","1","0"
"5234","0","1","1","2","3","1"
"5235","0","0","2","1","3","2"
"5236","1","1","1","2","3","3"
"5237","2","1","0","0","0","0"
"5238","2","1","0","1","0","2"
"5239","2","1","1","0","0","1"
"5240","2","0","2","1","1","2"
"5241","0","0","1","0","1","0"
"5242","1","0","0","1","0","0"
"5243","0","1","1","1","2","0"
"5244","0","1","0","0","2","1"
"5245","2","1","0","1","2","2"
"5246","2","1","0","0","2","1"
"5247","1","1","2","0","0","3"
"5248","0","1","2","1","0","1"
"5249","1","0","1","0","3","1"
"5250","2","0","2","1","3","3"
"5251","0","0","2","2","2","0"
"5252","1","1","2","2","0","2"
"5253","2","0","0","2","3","2"
"5254","1","0","2","0","2","3"
"5255","0","0","2","2","3","3"
"5256","2","1","2","1","0","1"
"5257","2","1","1","1","0","2"
"5258","0","0","0","2","1","0"
"5259","1","0","1","0","3","1"
"5260","2","0","1","1","2","3"
"5261","0","1","1","2","2","0"
"5262","1","0","1","1","3","2"
"5263","1","1","0","2","0","0"
"5264","1","0","1","1","0","1"
"5265","1","1","1","1","2","3"
"5266","2","1","1","2","0","3"
"5267","2","0","0","1","0","3"
"5268","2","1","0","1","3","1"
"5269","1","0","1","1","1","0"
"5270","0","1","0","0","3","2"
"5271","0","1","1","0","2","1"
"5272","2","0","2","1","0","3"
"5273","0","0","0","1","0","0"
"5274","1","1","1","2","2","0"
"5275","2","0","0","0","0","2"
"5276","0","0","2","2","1","2"
"5277","2","1","1","2","3","3"
"5278","1","0","1","1","2","1"
"5279","0","1","0","0","2","3"
"5280","0","0","1","2","1","0"
"5281","1","0","0","0","0","1"
"5282","2","1","2","1","0","2"
"5283","2","0","1","1","3","0"
"5284","2","1","2","2","3","2"
"5285","1","1","2","1","3","3"
"5286","1","1","0","0","3","3"
"5287","0","1","0","1","1","1"
"5288","0","1","2","1","1","2"
"5289","2","1","0","2","1","2"
"5290","1","0","2","2","3","3"
"5291","2","1","0","2","2","2"
"5292","2","1","2","1","1","3"
"5293","2","0","2","1","0","3"
"5294","1","0","2","2","1","3"
"5295","2","1","2","1","0","3"
"5296","0","1","2","1","3","3"
"5297","2","1","2","1","0","1"
"5298","2","0","1","2","3","3"
"5299","0","0","0","2","1","1"
"5300","0","1","0","2","2","2"
"5301","0","1","1","2","0","0"
"5302","2","1","2","2","2","3"
"5303","2","1","0","1","1","2"
"5304","2","1","1","0","2","2"
"5305","2","0","1","0","1","3"
"5306","1","0","1","1","0","1"
"5307","1","1","1","2","0","0"
"5308","1","1","1","2","2","2"
"5309","0","0","0","1","0","0"
"5310","1","0","2","0","3","2"
"5311","1","1","2","2","1","2"
"5312","2","1","2","2","1","3"
"5313","0","0","1","0","3","2"
"5314","0","0","1","1","0","0"
"5315","2","0","0","0","1","2"
"5316","1","0","2","2","2","3"
"5317","2","0","0","1","2","3"
"5318","2","1","1","0","3","3"
"5319","0","0","1","0","2","1"
"5320","0","1","2","0","3","3"
"5321","0","0","2","2","2","1"
"5322","0","0","1","0","0","0"
"5323","1","0","0","2","0","1"
"5324","0","0","1","0","3","1"
"5325","0","0","0","0","3","1"
"5326","0","1","2","2","2","0"
"5327","2","1","1","2","1","1"
"5328","2","1","1","0","0","1"
"5329","2","1","2","0","2","3"
"5330","0","0","0","2","1","2"
"5331","2","1","2","2","1","3"
"5332","0","1","2","0","3","2"
"5333","2","0","0","1","3","1"
"5334","1","1","1","2","3","3"
"5335","2","1","2","1","0","3"
"5336","2","0","2","1","1","3"
"5337","0","1","2","2","1","0"
"5338","2","0","1","2","2","3"
"5339","1","0","0","2","3","0"
"5340","0","0","1","1","2","1"
"5341","1","1","2","1","2","1"
"5342","0","1","1","1","2","2"
"5343","0","1","0","1","3","3"
"5344","0","1","1","2","0","0"
"5345","2","0","1","2","3","2"
"5346","1","1","2","1","1","3"
"5347","0","1","2","0","1","3"
"5348","0","0","0","2","0","0"
"5349","1","0","2","1","2","3"
"5350","0","1","2","0","0","3"
"5351","0","1","1","1","3","0"
"5352","0","0","0","2","0","2"
"5353","2","0","0","2","1","2"
"5354","1","0","0","0","3","2"
"5355","1","1","1","0","2","2"
"5356","0","1","0","2","1","0"
"5357","0","1","1","1","1","0"
"5358","0","1","1","2","1","0"
"5359","1","0","1","2","3","1"
"5360","2","0","0","0","2","0"
"5361","1","0","1","1","3","0"
"5362","1","0","0","1","2","1"
"5363","2","0","1","2","1","2"
"5364","1","0","1","2","1","1"
"5365","0","1","1","2","1","1"
"5366","2","1","0","0","0","1"
"5367","1","0","0","2","3","1"
"5368","0","1","2","1","1","1"
"5369","1","0","1","1","3","1"
"5370","1","0","1","2","3","2"
"5371","1","0","2","1","1","0"
"5372","0","0","0","1","2","0"
"5373","2","1","0","0","1","1"
"5374","1","0","1","0","2","2"
"5375","0","0","0","0","1","2"
"5376","0","0","0","1","3","0"
"5377","0","1","0","1","0","0"
"5378","1","0","1","2","1","2"
"5379","2","1","2","0","0","3"
"5380","0","1","2","0","3","3"
"5381","2","0","0","0","1","1"
"5382","0","0","0","1","2","0"
"5383","0","1","1","0","3","2"
"5384","1","1","2","1","3","1"
"5385","2","1","1","2","2","1"
"5386","1","1","1","2","2","1"
"5387","0","0","1","0","0","0"
"5388","0","1","2","2","1","0"
"5389","0","1","1","0","2","3"
"5390","1","1","2","1","0","2"
"5391","1","1","2","2","3","2"
"5392","1","1","0","1","2","2"
"5393","1","0","2","0","3","2"
"5394","1","0","2","1","1","2"
"5395","1","1","0","1","1","2"
"5396","2","0","1","0","2","0"
"5397","1","1","1","1","3","3"
"5398","0","1","2","2","3","2"
"5399","2","0","0","1","1","2"
"5400","2","0","1","0","2","1"
"5401","2","1","2","1","0","2"
"5402","1","0","2","1","3","1"
"5403","0","1","1","0","1","0"
"5404","2","1","2","2","0","0"
"5405","2","0","2","2","1","3"
"5406","0","1","2","2","1","0"
"5407","0","0","2","2","0","3"
"5408","0","1","0","2","2","0"
"5409","0","1","0","1","2","0"
"5410","1","1","0","2","1","1"
"5411","0","1","0","0","1","0"
"5412","1","1","2","1","0","1"
"5413","1","0","2","2","3","2"
"5414","2","0","2","2","1","3"
"5415","0","1","2","1","1","3"
"5416","2","1","2","2","3","3"
"5417","1","1","0","0","1","2"
"5418","1","1","2","2","0","2"
"5419","0","1","0","2","0","1"
"5420","0","1","1","0","0","2"
"5421","0","1","1","1","2","2"
"5422","1","1","1","0","0","0"
"5423","1","0","0","1","1","0"
"5424","2","0","2","2","2","3"
"5425","1","0","1","0","0","1"
"5426","2","1","0","2","1","3"
"5427","2","1","2","0","0","2"
"5428","1","0","0","1","0","1"
"5429","2","1","0","1","1","2"
"5430","1","1","1","1","3","3"
"5431","0","1","2","2","0","2"
"5432","1","0","1","0","3","0"
"5433","1","0","0","0","3","0"
"5434","0","1","0","0","0","0"
"5435","1","1","1","1","2","2"
"5436","2","1","1","2","0","3"
"5437","1","1","2","2","1","2"
"5438","2","0","0","2","3","3"
"5439","0","1","1","1","2","0"
"5440","0","1","0","0","0","1"
"5441","0","1","0","2","0","0"
"5442","1","1","2","2","1","3"
"5443","1","1","2","0","3","2"
"5444","1","0","0","0","1","2"
"5445","2","1","2","1","1","3"
"5446","2","0","0","0","3","3"
"5447","0","0","1","2","3","0"
"5448","2","0","1","2","2","3"
"5449","1","0","0","2","2","1"
"5450","1","1","1","2","0","0"
"5451","0","0","0","1","3","0"
"5452","0","1","2","0","3","2"
"5453","1","0","1","0","1","3"
"5454","1","1","0","1","2","2"
"5455","0","1","0","2","0","2"
"5456","2","0","1","2","2","2"
"5457","2","0","0","1","3","2"
"5458","0","0","0","0","3","0"
"5459","0","1","2","2","2","1"
"5460","2","1","1","1","1","2"
"5461","2","0","0","1","2","2"
"5462","1","1","2","0","3","3"
"5463","1","0","0","2","1","0"
"5464","1","1","0","1","2","2"
"5465","2","0","1","1","0","2"
"5466","1","1","0","2","1","0"
"5467","2","0","1","2","1","3"
"5468","0","0","0","1","3","2"
"5469","0","0","0","1","2","0"
"5470","2","1","0","1","3","1"
"5471","2","0","0","2","0","2"
"5472","1","0","2","2","1","2"
"5473","1","1","0","2","1","1"
"5474","1","1","2","0","2","3"
"5475","2","0","2","1","0","3"
"5476","1","1","2","0","0","3"
"5477","1","1","2","0","3","3"
"5478","2","1","2","1","1","3"
"5479","2","0","0","1","3","1"
"5480","1","0","1","2","1","3"
"5481","1","0","0","1","2","0"
"5482","2","1","0","2","1","3"
"5483","2","0","1","1","1","2"
"5484","2","0","2","2","1","3"
"5485","0","1","2","0","1","3"
"5486","0","0","1","1","1","1"
"5487","2","0","0","2","0","3"
"5488","1","1","1","1","2","0"
"5489","2","0","2","2","2","3"
"5490","0","1","0","2","2","0"
"5491","2","0","0","0","2","2"
"5492","1","0","0","2","3","0"
"5493","1","1","1","0","1","2"
"5494","1","0","2","0","1","3"
"5495","0","1","2","0","3","3"
"5496","1","1","2","0","0","2"
"5497","0","0","0","1","0","3"
"5498","1","1","1","0","2","1"
"5499","0","1","2","1","2","0"
"5500","0","1","1","2","3","0"
"5501","2","0","2","0","1","3"
"5502","2","0","0","2","2","3"
"5503","1","1","2","1","3","3"
"5504","0","1","1","1","1","3"
"5505","2","0","2","0","0","3"
